Application_ID,District_Name,Gender,Sector,Residential_Type,Enterprise_Type,Monthly_Income_INR,Loan_Tenure_Months,Total_TAT_Days,Risk_Score,Repayment_Status,Loan_Amount_INR
5302,Budgam,Unknown,Unknown,Unknown,Msme Sunrise Sector,113443.0,35.12,188.0,100.0,Late,978000.0
5303,Kishtwar,Male,Unknown,Rural,Existing Enterprise,64658.0,36.0,188.0,65.0,Late,1589339.0
5304,Doda,Male,Services,Rural,Msme Sunrise Sector,59314.0,48.0,188.0,29.0,Late,1830212.5
5305,Kupwara,Other,It,Rural,Unknown,47047.0,24.0,188.0,72.0,Default,1491746.0
5306,Kupwara,Male,It,Urban,Unknown,106551.0,36.0,188.0,51.0,Late,2775000.0
5307,Samba,Female,It,Rural,Unknown,81921.0,36.0,188.0,65.0,Default,26119.0
5308,Srinagar,Unknown,Retail,Rural,Existing Enterprise,63046.0,48.0,164.0,78.0,Unknown,1830212.5
5309,Jammu,Unknown,Retail,Rural,Existing Enterprise,66675.0,35.12,188.0,58.0,Late,2451979.0
5310,Rajouri,Unknown,Unknown,Rural,Nano Entrepreneur,72311.0,48.0,185.0,75.0,Unknown,2369161.0
5311,Kathua,Female,It,Urban,Unknown,64658.0,18.0,188.0,98.0,Unknown,3986000.0
5312,Bandipora,Male,Agri,Unknown,Unknown,15294.0,12.0,169.0,76.0,On-Time,1830212.5
5313,Pulwama,Unknown,Retail,Urban,Nano Entrepreneur,27226.0,12.0,188.0,54.0,Late,3893947.0
5314,Jammu,Unknown,Tourism,Rural,Unknown,65947.0,12.0,207.0,51.0,On-Time,2036772.0
5315,Kulgam,Male,Retail,Urban,Existing Enterprise,47354.0,48.0,188.0,36.0,Default,1335000.0
5316,Jammu,Female,Retail,Rural,Nano Entrepreneur,19794.0,35.12,188.0,98.0,On-Time,1830212.5
5317,Srinagar,Male,Retail,Urban,Nano Entrepreneur,88723.0,12.0,212.0,93.0,On-Time,2381000.0
5318,Udhampur,Unknown,Healthcare,Rural,Nano Entrepreneur,117397.0,18.0,188.0,56.0,On-Time,3716111.0
5319,Ramban,Unknown,Services,Rural,Unknown,38878.0,18.0,177.0,45.0,Unknown,31102.0
5320,Doda,Other,Healthcare,Urban,Nano Entrepreneur,70330.0,60.0,164.0,80.0,On-Time,1748000.0
5321,Doda,Unknown,Healthcare,Rural,Unknown,61229.0,12.0,212.0,56.0,On-Time,4788000.0
5322,Rajouri,Male,Manufacturing,Unknown,Nano Entrepreneur,119394.0,60.0,193.0,21.0,Late,4467858.0
5323,Jammu,Unknown,Agri,Rural,Nano Entrepreneur,88075.0,12.0,212.0,13.0,Late,1830212.5
5324,Kishtwar,Female,Agri,Urban,Existing Enterprise,16689.0,60.0,212.0,92.0,On-Time,1830212.5
5325,Reasi,Male,Tourism,Urban,Msme Sunrise Sector,88652.0,36.0,188.0,51.0,Unknown,3327000.0
5326,Pulwama,Male,It,Urban,Msme Sunrise Sector,97571.0,35.12,188.0,65.0,On-Time,35528.0
5327,Poonch,Male,Healthcare,Unknown,Msme Sunrise Sector,64658.0,12.0,188.0,33.0,Late,438682.0
5328,Budgam,Male,Retail,Rural,Nano Entrepreneur,10643.0,36.0,188.0,16.0,Late,27327.0
5329,Pulwama,Female,It,Unknown,Existing Enterprise,64658.0,35.12,203.0,40.0,On-Time,1168954.0
5330,Poonch,Female,Retail,Urban,Existing Enterprise,106823.0,18.0,212.0,10.0,Default,1830212.5
5331,Reasi,Male,Retail,Rural,Existing Enterprise,54270.0,60.0,164.0,36.0,Late,3168633.0
5332,Anantnag,Unknown,Manufacturing,Unknown,Nano Entrepreneur,33881.0,48.0,188.0,47.0,On-Time,188000.0
5333,Kathua,Female,Healthcare,Rural,Existing Enterprise,34557.0,48.0,212.0,3.0,Unknown,4752000.0
5334,Kulgam,Female,Unknown,Rural,Nano Entrepreneur,33048.0,18.0,188.0,98.0,Late,4279483.0
5335,Bandipora,Female,Retail,Rural,Msme Sunrise Sector,11535.0,24.0,182.0,50.0,Late,1343146.0
5336,Poonch,Male,Unknown,Urban,Existing Enterprise,11118.0,60.0,188.0,7.0,On-Time,1830212.5
5337,Pulwama,Other,Manufacturing,Rural,Existing Enterprise,21453.0,18.0,164.0,9.0,On-Time,1830212.5
5338,Srinagar,Other,Services,Urban,Msme Sunrise Sector,10786.0,36.0,197.0,21.0,Late,1830212.5
5339,Samba,Female,Agri,Rural,Nano Entrepreneur,80454.0,12.0,188.0,97.0,On-Time,1659000.0
5340,Ramban,Female,Tourism,Rural,Existing Enterprise,32531.0,48.0,212.0,33.0,Default,41140.0
5341,Ramban,Unknown,Tourism,Rural,Msme Sunrise Sector,64658.0,24.0,212.0,60.0,On-Time,1830212.5
5342,Srinagar,Male,Retail,Rural,Nano Entrepreneur,84933.0,24.0,188.0,96.0,Late,2031000.0
5343,Bandipora,Male,Retail,Urban,Nano Entrepreneur,114783.0,18.0,212.0,1.0,On-Time,4189365.0
5344,Doda,Male,Agri,Urban,Existing Enterprise,20490.0,35.12,188.0,15.0,On-Time,4674000.0
5345,Jammu,Male,Retail,Urban,Msme Sunrise Sector,64658.0,36.0,188.0,62.0,Late,1830212.5
5346,Udhampur,Female,Manufacturing,Unknown,Existing Enterprise,64658.0,24.0,176.0,55.0,Unknown,1830212.5
5347,Shopian,Female,Retail,Rural,Msme Sunrise Sector,107106.0,48.0,188.0,91.0,Late,3784148.0
5348,Reasi,Female,It,Rural,Unknown,64658.0,48.0,196.0,16.0,Unknown,1830212.5
5349,Poonch,Male,Agri,Urban,Msme Sunrise Sector,58512.0,48.0,188.0,83.0,Late,4337277.0
5350,Anantnag,Unknown,Manufacturing,Urban,Existing Enterprise,70511.0,18.0,164.0,69.0,Unknown,1686300.0
5351,Reasi,Other,Unknown,Rural,Existing Enterprise,62200.0,35.12,188.0,99.0,Late,890915.0
5352,Ganderbal,Female,Unknown,Unknown,Existing Enterprise,35600.0,18.0,188.0,96.0,Unknown,3830062.0
5353,Budgam,Other,Healthcare,Urban,Msme Sunrise Sector,54793.0,36.0,178.0,86.0,Late,17392.0
5354,Pulwama,Male,Services,Urban,Existing Enterprise,41536.0,36.0,195.0,61.0,Late,5405361.0
5355,Anantnag,Male,Healthcare,Unknown,Nano Entrepreneur,108188.0,36.0,185.0,78.0,On-Time,4625584.0
5356,Kulgam,Male,Retail,Rural,Nano Entrepreneur,95340.0,60.0,189.0,89.0,Default,38246.0
5357,Ramban,Female,Healthcare,Rural,Msme Sunrise Sector,114481.0,18.0,188.0,52.0,On-Time,3552.0
5358,Pulwama,Unknown,Healthcare,Urban,Nano Entrepreneur,77009.0,60.0,169.0,35.0,Late,1671403.0
5359,Poonch,Male,Healthcare,Unknown,Existing Enterprise,64658.0,60.0,174.0,64.0,Late,1830212.5
5360,Kathua,Female,Healthcare,Urban,Nano Entrepreneur,11767.0,36.0,192.0,14.0,Unknown,342737.0
5361,Ramban,Male,Manufacturing,Rural,Unknown,100423.0,48.0,188.0,96.0,Default,2952000.0
5362,Shopian,Other,Services,Rural,Unknown,40456.0,35.12,175.0,73.0,Unknown,5336269.0
5363,Srinagar,Unknown,Healthcare,Urban,Nano Entrepreneur,64759.0,60.0,164.0,77.0,On-Time,29697.0
5364,Bandipora,Other,Unknown,Rural,Msme Sunrise Sector,25020.0,35.12,195.0,96.0,Late,1830212.5
5365,Bandipora,Female,Unknown,Rural,Unknown,69593.0,12.0,212.0,12.0,On-Time,46034.0
5366,Shopian,Other,Tourism,Urban,Unknown,108699.0,36.0,188.0,31.0,Late,1830212.5
5367,Samba,Other,It,Rural,Unknown,19763.0,35.12,191.0,21.0,On-Time,4352000.0
5368,Poonch,Unknown,Retail,Urban,Nano Entrepreneur,64658.0,48.0,188.0,33.0,On-Time,1830212.5
5369,Pulwama,Male,Retail,Urban,Nano Entrepreneur,49939.0,60.0,191.0,62.0,Default,2352759.0
5370,Baramulla,Male,Unknown,Rural,Existing Enterprise,109977.0,24.0,188.0,74.0,Default,28622.0
5371,Bandipora,Female,Agri,Rural,Msme Sunrise Sector,69818.0,24.0,212.0,35.0,Default,10361.0
5372,Ganderbal,Female,Tourism,Rural,Existing Enterprise,67672.0,48.0,188.0,22.0,On-Time,2243.0
5373,Budgam,Male,It,Rural,Nano Entrepreneur,91924.0,60.0,188.0,12.0,On-Time,1830212.5
5374,Srinagar,Male,Manufacturing,Rural,Nano Entrepreneur,80630.0,18.0,188.0,64.0,On-Time,2721011.0
5375,Baramulla,Other,It,Urban,Nano Entrepreneur,77059.0,35.12,188.0,100.0,On-Time,968000.0
5376,Ganderbal,Female,Services,Unknown,Msme Sunrise Sector,35568.0,48.0,188.0,19.0,On-Time,28419.0
5377,Budgam,Other,Retail,Urban,Unknown,64658.0,60.0,207.0,9.0,On-Time,16034.0
5378,Kathua,Male,Retail,Rural,Existing Enterprise,78918.0,24.0,169.0,96.0,Default,4738968.0
5379,Doda,Female,Unknown,Urban,Nano Entrepreneur,59771.0,12.0,188.0,76.0,On-Time,5143916.0
5380,Kulgam,Female,Tourism,Rural,Msme Sunrise Sector,38733.0,48.0,188.0,54.0,Unknown,5655088.0
5381,Udhampur,Unknown,Healthcare,Rural,Nano Entrepreneur,54862.0,48.0,187.0,38.0,On-Time,4595000.0
5382,Poonch,Unknown,Healthcare,Rural,Msme Sunrise Sector,102302.0,12.0,188.0,43.0,Default,58000.0
5383,Kathua,Unknown,Manufacturing,Rural,Existing Enterprise,106420.0,12.0,164.0,86.0,Late,1439474.0
5384,Bandipora,Male,Unknown,Unknown,Unknown,56211.0,36.0,188.0,20.0,Late,2500883.0
5385,Budgam,Female,It,Rural,Nano Entrepreneur,55005.0,18.0,181.0,61.0,Default,2979000.0
5386,Ganderbal,Male,Agri,Unknown,Existing Enterprise,45998.0,36.0,188.0,20.0,On-Time,868833.0
5387,Poonch,Other,Manufacturing,Unknown,Nano Entrepreneur,104074.0,24.0,164.0,63.0,Late,3273967.0
5388,Bandipora,Female,Healthcare,Urban,Existing Enterprise,48273.0,35.12,188.0,36.0,On-Time,359863.0
5389,Reasi,Female,Tourism,Rural,Msme Sunrise Sector,53881.0,48.0,204.0,82.0,Default,1830212.5
5390,Rajouri,Female,Healthcare,Rural,Existing Enterprise,64658.0,24.0,183.0,52.0,Default,3897000.0
5391,Reasi,Female,Manufacturing,Rural,Existing Enterprise,97038.0,35.12,212.0,61.0,On-Time,4155000.0
5392,Bandipora,Male,Tourism,Urban,Existing Enterprise,109729.0,24.0,188.0,81.0,Late,32606.0
5393,Rajouri,Other,Retail,Unknown,Nano Entrepreneur,25876.0,24.0,212.0,19.0,Unknown,4395276.0
5394,Ganderbal,Female,Retail,Urban,Msme Sunrise Sector,58226.0,24.0,212.0,33.0,Late,2697585.0
5395,Kathua,Male,Agri,Rural,Unknown,41232.0,12.0,188.0,90.0,On-Time,2442000.0
5396,Ramban,Male,Retail,Rural,Unknown,60814.0,24.0,212.0,47.0,Late,2733289.0
5397,Shopian,Female,Retail,Urban,Msme Sunrise Sector,119243.0,35.12,188.0,67.0,Late,2804000.0
5398,Pulwama,Male,Services,Unknown,Unknown,89925.0,36.0,188.0,51.0,On-Time,30212.0
5399,Bandipora,Female,Manufacturing,Urban,Nano Entrepreneur,32303.0,48.0,164.0,51.0,Default,629000.0
5400,Rajouri,Other,It,Urban,Nano Entrepreneur,16594.0,36.0,188.0,10.0,On-Time,1830212.5
5401,Jammu,Unknown,Services,Urban,Msme Sunrise Sector,80261.0,12.0,212.0,84.0,On-Time,2701505.0
5402,Doda,Other,It,Urban,Nano Entrepreneur,39572.0,48.0,164.0,94.0,Late,1830212.5
5403,Kathua,Female,Services,Rural,Existing Enterprise,86554.0,36.0,164.0,66.0,Late,2555966.0
5404,Reasi,Female,Retail,Urban,Unknown,95379.0,18.0,188.0,67.0,On-Time,4291515.0
5405,Pulwama,Unknown,Services,Urban,Existing Enterprise,101534.0,60.0,212.0,89.0,Late,3573000.0
5406,Kathua,Male,Tourism,Unknown,Msme Sunrise Sector,90185.0,36.0,188.0,10.0,On-Time,170000.0
5407,Kishtwar,Female,Manufacturing,Unknown,Existing Enterprise,64658.0,35.12,164.0,43.0,On-Time,46893.0
5408,Doda,Female,Services,Unknown,Msme Sunrise Sector,57402.0,60.0,167.0,70.0,Late,1830212.5
5409,Bandipora,Other,Unknown,Urban,Msme Sunrise Sector,110204.0,36.0,188.0,97.0,On-Time,24829.0
5410,Anantnag,Female,Tourism,Rural,Existing Enterprise,28675.0,48.0,188.0,19.0,On-Time,46331.0
5411,Shopian,Female,Services,Unknown,Existing Enterprise,107208.0,24.0,188.0,50.0,Unknown,49727.0
5412,Ganderbal,Female,Manufacturing,Rural,Nano Entrepreneur,67599.0,48.0,164.0,22.0,On-Time,4298048.0
5413,Kulgam,Other,Retail,Urban,Nano Entrepreneur,116463.0,35.12,192.0,39.0,Late,1587190.0
5414,Poonch,Other,Services,Urban,Existing Enterprise,75304.0,35.12,164.0,40.0,On-Time,35871.0
5415,Ganderbal,Other,Retail,Rural,Nano Entrepreneur,77699.0,36.0,188.0,50.0,On-Time,1830212.5
5416,Poonch,Male,Agri,Rural,Nano Entrepreneur,87572.0,18.0,179.0,91.0,Late,207445.0
5417,Kupwara,Male,Healthcare,Urban,Existing Enterprise,72855.0,48.0,164.0,20.0,Unknown,983861.0
5418,Budgam,Female,Services,Urban,Nano Entrepreneur,64658.0,18.0,164.0,6.0,Late,4252000.0
5419,Kishtwar,Male,Manufacturing,Rural,Existing Enterprise,43036.0,18.0,212.0,51.0,Unknown,1310330.0
5420,Udhampur,Male,Manufacturing,Rural,Nano Entrepreneur,104842.0,18.0,188.0,34.0,Late,1830212.5
5421,Budgam,Male,It,Urban,Existing Enterprise,110667.0,35.12,188.0,18.0,Late,2843578.0
5422,Ganderbal,Unknown,Tourism,Rural,Unknown,38840.0,36.0,193.0,96.0,On-Time,2898000.0
5423,Jammu,Other,Unknown,Unknown,Unknown,34526.0,60.0,212.0,35.0,Late,2810000.0
5424,Kishtwar,Male,Agri,Urban,Nano Entrepreneur,102025.0,35.12,179.0,52.0,On-Time,7059.0
5425,Samba,Unknown,Healthcare,Urban,Existing Enterprise,53618.0,60.0,188.0,83.0,Late,4190000.0
5426,Doda,Male,Unknown,Rural,Nano Entrepreneur,56424.0,60.0,188.0,76.0,Late,12621.0
5427,Srinagar,Male,Manufacturing,Urban,Msme Sunrise Sector,89575.0,36.0,164.0,45.0,Unknown,22319.0
5428,Shopian,Other,It,Rural,Nano Entrepreneur,72861.0,48.0,188.0,95.0,Default,16038.0
5429,Pulwama,Other,Retail,Urban,Existing Enterprise,41756.0,18.0,188.0,80.0,On-Time,1830212.5
5430,Rajouri,Unknown,Unknown,Urban,Existing Enterprise,92189.0,12.0,188.0,24.0,Unknown,15293.0
5431,Poonch,Female,Retail,Rural,Existing Enterprise,64658.0,18.0,188.0,71.0,On-Time,2775245.0
5432,Anantnag,Male,Tourism,Rural,Unknown,10713.0,35.12,188.0,51.0,Default,20275.0
5433,Rajouri,Female,Manufacturing,Rural,Nano Entrepreneur,24456.0,24.0,212.0,94.0,Unknown,4728592.0
5434,Kupwara,Other,Healthcare,Urban,Unknown,118406.0,60.0,188.0,32.0,On-Time,1830212.5
5435,Anantnag,Female,It,Unknown,Existing Enterprise,48030.0,35.12,194.0,31.0,Late,3768057.0
5436,Rajouri,Male,Unknown,Urban,Msme Sunrise Sector,74663.0,24.0,188.0,56.0,On-Time,4035837.0
5437,Anantnag,Female,Agri,Rural,Unknown,48837.0,60.0,188.0,72.0,Unknown,2823000.0
5438,Poonch,Male,Healthcare,Rural,Existing Enterprise,39149.0,35.12,188.0,9.0,On-Time,46088.0
5439,Kishtwar,Unknown,Unknown,Unknown,Nano Entrepreneur,82464.0,35.12,185.0,10.0,Default,2010404.0
5440,Udhampur,Male,Agri,Urban,Nano Entrepreneur,96206.0,18.0,188.0,98.0,On-Time,12157.0
5441,Bandipora,Other,Healthcare,Rural,Unknown,64658.0,24.0,188.0,11.0,Unknown,3229399.0
5442,Ganderbal,Male,Agri,Rural,Nano Entrepreneur,92780.0,18.0,188.0,74.0,On-Time,1830212.5
5443,Ramban,Female,Unknown,Rural,Nano Entrepreneur,52550.0,12.0,199.0,20.0,On-Time,1830212.5
5444,Baramulla,Male,Manufacturing,Urban,Nano Entrepreneur,9543.0,18.0,188.0,32.0,On-Time,2100157.0
5445,Jammu,Male,Services,Urban,Existing Enterprise,14379.0,48.0,187.0,54.0,On-Time,33705.0
5446,Kathua,Unknown,Manufacturing,Urban,Existing Enterprise,55806.0,12.0,164.0,51.0,Late,1830212.5
5447,Kupwara,Female,Healthcare,Urban,Existing Enterprise,37971.0,35.12,188.0,71.0,On-Time,46201.0
5448,Kishtwar,Male,Unknown,Urban,Unknown,19760.0,48.0,188.0,51.0,Default,1830212.5
5449,Budgam,Female,It,Rural,Existing Enterprise,17522.0,36.0,164.0,66.0,Late,3833000.0
5450,Baramulla,Female,Services,Rural,Msme Sunrise Sector,85867.0,36.0,188.0,4.0,Default,81181.0
5451,Kathua,Male,Unknown,Urban,Existing Enterprise,43721.0,12.0,212.0,1.0,Unknown,5488940.0
5452,Udhampur,Male,Agri,Urban,Existing Enterprise,40421.0,24.0,167.0,59.0,Default,11655.0
5453,Baramulla,Other,Retail,Urban,Msme Sunrise Sector,101590.0,48.0,199.0,78.0,On-Time,1830212.5
5454,Budgam,Unknown,Services,Unknown,Msme Sunrise Sector,40792.0,24.0,212.0,23.0,Default,43107.0
5455,Ganderbal,Other,Agri,Unknown,Unknown,74434.0,35.12,212.0,87.0,On-Time,505000.0
5456,Ramban,Other,Manufacturing,Urban,Existing Enterprise,82054.0,35.12,188.0,57.0,Default,1830212.5
5457,Kupwara,Male,Manufacturing,Unknown,Nano Entrepreneur,70046.0,60.0,203.0,51.0,Unknown,1006394.0
5458,Poonch,Male,Retail,Urban,Nano Entrepreneur,80116.0,18.0,188.0,80.0,On-Time,474034.0
5459,Kathua,Female,Unknown,Unknown,Existing Enterprise,90672.0,36.0,164.0,50.0,On-Time,1830212.5
5460,Udhampur,Female,It,Rural,Existing Enterprise,97278.0,35.12,188.0,88.0,Late,1398248.0
5461,Rajouri,Other,It,Unknown,Nano Entrepreneur,85378.0,12.0,212.0,98.0,Default,4956000.0
5462,Baramulla,Male,Tourism,Unknown,Existing Enterprise,58989.0,12.0,188.0,61.0,Default,1960020.0
5463,Kathua,Male,Manufacturing,Rural,Existing Enterprise,54923.0,36.0,212.0,81.0,Late,5443.0
5464,Udhampur,Unknown,Tourism,Urban,Unknown,91209.0,36.0,188.0,24.0,Unknown,1830212.5
5465,Ramban,Female,Agri,Urban,Unknown,100986.0,60.0,182.0,86.0,Late,1830212.5
5466,Srinagar,Male,It,Urban,Msme Sunrise Sector,102499.0,18.0,188.0,3.0,Unknown,2691000.0
5467,Bandipora,Female,It,Urban,Unknown,57197.0,48.0,197.0,31.0,On-Time,1947430.0
5468,Ganderbal,Female,Services,Rural,Existing Enterprise,73270.0,18.0,188.0,74.0,On-Time,3029000.0
5469,Ganderbal,Male,Services,Unknown,Nano Entrepreneur,103656.0,18.0,164.0,94.0,Unknown,1830212.5
5470,Rajouri,Female,Tourism,Rural,Existing Enterprise,10873.0,48.0,188.0,97.0,On-Time,3001000.0
5470,Baramulla,Unknown,Agri,Urban,Nano Entrepreneur,34411.0,48.0,212.0,14.0,Default,5169290.0
5472,Kupwara,Other,Retail,Rural,Existing Enterprise,33578.0,12.0,164.0,51.0,On-Time,1712818.0
5473,Srinagar,Female,Unknown,Urban,Existing Enterprise,29154.0,60.0,188.0,64.0,Unknown,1830212.5
5474,Kulgam,Male,Healthcare,Rural,Unknown,117045.0,36.0,201.0,10.0,Default,4953677.0
5475,Jammu,Male,Healthcare,Unknown,Nano Entrepreneur,64658.0,48.0,212.0,21.0,Late,3477000.0
5476,Budgam,Female,Retail,Unknown,Existing Enterprise,72783.0,60.0,186.0,71.0,Late,13163.0
5477,Srinagar,Male,Services,Rural,Msme Sunrise Sector,11340.0,24.0,188.0,21.0,On-Time,1830212.5
5478,Kathua,Female,Agri,Urban,Nano Entrepreneur,41786.0,60.0,188.0,38.0,On-Time,2526922.0
5479,Kupwara,Male,Tourism,Unknown,Existing Enterprise,55422.0,12.0,177.0,54.0,Unknown,1851296.0
5480,Pulwama,Female,Services,Rural,Existing Enterprise,39405.0,48.0,188.0,50.0,On-Time,5707682.0
5481,Bandipora,Other,Retail,Unknown,Existing Enterprise,81599.0,48.0,191.0,77.0,Late,452303.0
5482,Ramban,Male,Tourism,Unknown,Unknown,87344.0,35.12,188.0,94.0,Unknown,4972887.0
5483,Bandipora,Unknown,Healthcare,Unknown,Nano Entrepreneur,63912.0,35.12,164.0,10.0,On-Time,24209.0
5484,Rajouri,Female,Services,Rural,Msme Sunrise Sector,53550.0,48.0,188.0,93.0,On-Time,1001989.0
5485,Samba,Other,Healthcare,Unknown,Nano Entrepreneur,47879.0,60.0,188.0,16.0,Late,115000.0
5486,Kishtwar,Unknown,Services,Rural,Unknown,68182.0,35.12,188.0,62.0,On-Time,26771.0
5487,Kathua,Female,Retail,Unknown,Existing Enterprise,32998.0,35.12,212.0,37.0,Unknown,2444000.0
5488,Budgam,Male,Agri,Urban,Nano Entrepreneur,75214.0,48.0,185.0,77.0,Late,6324.0
5489,Srinagar,Female,Retail,Urban,Nano Entrepreneur,63260.0,48.0,188.0,16.0,Default,1830212.5
5490,Doda,Unknown,Unknown,Urban,Unknown,31553.0,48.0,212.0,28.0,Late,3145186.0
5491,Reasi,Female,Manufacturing,Urban,Nano Entrepreneur,34358.0,48.0,166.0,52.0,Unknown,1318368.0
5492,Reasi,Female,Manufacturing,Rural,Msme Sunrise Sector,108532.0,48.0,188.0,56.0,Late,2219646.0
5493,Shopian,Other,Unknown,Urban,Existing Enterprise,37637.0,36.0,179.0,16.0,Default,21976.0
5494,Shopian,Other,Agri,Rural,Unknown,64658.0,12.0,188.0,80.0,On-Time,1323455.0
5495,Budgam,Male,Healthcare,Urban,Existing Enterprise,91411.0,48.0,164.0,51.0,Late,16411.0
5496,Srinagar,Female,Manufacturing,Rural,Msme Sunrise Sector,116222.0,60.0,188.0,93.0,On-Time,1828944.0
5497,Pulwama,Other,Agri,Urban,Nano Entrepreneur,64658.0,12.0,212.0,73.0,On-Time,4375949.0
5498,Shopian,Male,Services,Rural,Nano Entrepreneur,75854.0,60.0,188.0,13.0,On-Time,4390530.0
5499,Poonch,Unknown,Agri,Unknown,Msme Sunrise Sector,22707.0,60.0,188.0,72.0,Default,774170.0
5500,Baramulla,Male,Unknown,Urban,Msme Sunrise Sector,19691.0,60.0,188.0,61.0,Default,17593.0
5501,Budgam,Other,It,Unknown,Unknown,32712.0,60.0,188.0,62.0,On-Time,4979504.0
5502,Baramulla,Female,Services,Unknown,Msme Sunrise Sector,62145.0,48.0,188.0,51.0,Unknown,2885288.0
5503,Srinagar,Unknown,Agri,Urban,Nano Entrepreneur,116191.0,18.0,188.0,10.0,On-Time,4387319.0
5504,Baramulla,Unknown,Retail,Urban,Nano Entrepreneur,68152.0,36.0,188.0,89.0,On-Time,54865.0
5505,Srinagar,Other,Healthcare,Rural,Existing Enterprise,12098.0,48.0,164.0,17.0,Late,22962.0
5506,Kupwara,Male,Manufacturing,Rural,Nano Entrepreneur,82972.0,12.0,212.0,23.0,On-Time,24962.0
5507,Kishtwar,Male,Retail,Urban,Existing Enterprise,22377.0,36.0,201.0,76.0,Late,3475411.0
5508,Shopian,Female,Unknown,Urban,Unknown,119789.0,18.0,212.0,65.0,Late,1830212.5
5509,Bandipora,Female,Unknown,Urban,Nano Entrepreneur,82223.0,36.0,164.0,100.0,On-Time,24755.0
5510,Kathua,Female,Manufacturing,Rural,Unknown,48601.0,18.0,164.0,95.0,On-Time,1538235.0
5511,Anantnag,Female,Unknown,Rural,Existing Enterprise,51214.0,24.0,188.0,85.0,On-Time,1830212.5
5512,Srinagar,Male,Agri,Urban,Existing Enterprise,28659.0,48.0,164.0,72.0,Unknown,1830212.5
5513,Samba,Other,Retail,Rural,Msme Sunrise Sector,11464.0,35.12,164.0,32.0,Unknown,30048.0
5514,Bandipora,Male,Tourism,Urban,Unknown,59685.0,48.0,188.0,26.0,Late,1496880.0
5515,Pulwama,Male,Services,Urban,Existing Enterprise,84729.0,18.0,164.0,85.0,On-Time,35219.0
5516,Reasi,Female,Manufacturing,Unknown,Existing Enterprise,118648.0,35.12,188.0,4.0,Late,1830212.5
5517,Shopian,Female,Unknown,Rural,Nano Entrepreneur,110791.0,12.0,188.0,88.0,On-Time,1144645.0
5518,Shopian,Unknown,Healthcare,Rural,Existing Enterprise,110488.0,60.0,176.0,51.0,On-Time,2702000.0
5519,Ramban,Female,Unknown,Urban,Existing Enterprise,64658.0,35.12,191.0,13.0,Late,34708.0
5520,Budgam,Female,Services,Unknown,Unknown,45508.0,18.0,198.0,24.0,On-Time,998108.0
5521,Rajouri,Male,Unknown,Unknown,Existing Enterprise,30529.0,18.0,188.0,61.0,Default,1830212.5
5522,Kupwara,Male,Healthcare,Rural,Nano Entrepreneur,40450.0,18.0,188.0,56.0,Late,42036.0
5523,Shopian,Female,Healthcare,Urban,Existing Enterprise,64658.0,18.0,204.0,58.0,Unknown,1595613.0
5524,Rajouri,Female,Retail,Rural,Nano Entrepreneur,12322.0,48.0,188.0,59.0,On-Time,876000.0
5525,Samba,Other,Tourism,Rural,Existing Enterprise,69666.0,35.12,212.0,59.0,On-Time,2544000.0
5526,Samba,Female,Retail,Urban,Existing Enterprise,58807.0,48.0,212.0,96.0,Default,3171195.0
5527,Kupwara,Female,Healthcare,Urban,Nano Entrepreneur,112974.0,12.0,188.0,44.0,On-Time,2032544.0
5528,Bandipora,Female,Agri,Urban,Existing Enterprise,64658.0,35.12,164.0,39.0,Unknown,653000.0
5529,Reasi,Female,Retail,Urban,Nano Entrepreneur,98048.0,60.0,164.0,63.0,On-Time,1830212.5
5530,Ramban,Male,Unknown,Rural,Unknown,83674.0,48.0,201.0,58.0,Late,1830212.5
5531,Kupwara,Other,Healthcare,Rural,Existing Enterprise,51168.0,60.0,164.0,42.0,Default,1378292.0
5532,Udhampur,Female,Manufacturing,Urban,Nano Entrepreneur,97009.0,60.0,188.0,43.0,Late,2901435.0
5533,Baramulla,Unknown,Manufacturing,Rural,Nano Entrepreneur,45773.0,48.0,188.0,51.0,Late,5439647.0
5534,Budgam,Female,Manufacturing,Unknown,Msme Sunrise Sector,46173.0,48.0,188.0,18.0,Late,7607.0
5535,Poonch,Male,Manufacturing,Unknown,Nano Entrepreneur,69134.0,35.12,164.0,62.0,Late,1276000.0
5536,Doda,Other,Retail,Rural,Msme Sunrise Sector,64658.0,12.0,200.0,89.0,On-Time,24310.0
5537,Shopian,Other,Services,Rural,Msme Sunrise Sector,12310.0,60.0,212.0,100.0,Default,2103424.0
5538,Bandipora,Male,Unknown,Urban,Nano Entrepreneur,57878.0,24.0,164.0,85.0,Late,1525461.0
5539,Kathua,Male,Tourism,Urban,Nano Entrepreneur,8691.0,35.12,191.0,39.0,On-Time,257079.0
5540,Ramban,Unknown,Manufacturing,Urban,Msme Sunrise Sector,49263.0,48.0,194.0,14.0,Default,3304144.0
5541,Poonch,Male,Tourism,Urban,Msme Sunrise Sector,78496.0,48.0,188.0,16.0,Late,3642626.0
5542,Udhampur,Other,Unknown,Rural,Unknown,86573.0,36.0,195.0,51.0,On-Time,1830212.5
5543,Budgam,Female,Tourism,Rural,Existing Enterprise,64658.0,12.0,164.0,51.0,Late,3775999.0
5544,Doda,Other,Agri,Unknown,Unknown,66579.0,48.0,212.0,3.0,Default,4099837.0
5545,Poonch,Other,It,Rural,Existing Enterprise,64658.0,60.0,212.0,38.0,On-Time,1830212.5
